state,year,pop,num_pov,st_err_num,pct_pov,st_err_pct,st
West Virginia,2003.0,1785.0,310.0,23.0,17.4,1.17,WV
West Virginia,2004.0,1791.0,254.0,21.0,14.2,1.18,WV
West Virginia,2005.0,1795.0,276.0,22.0,15.4,1.22,WV
West Virginia,2006.0,1810.0,277.0,22.0,15.3,1.21,WV
West Virginia,2007.0,1793.0,265.0,22.0,14.8,1.2,WV
West Virginia,2008.0,1796.0,260.0,21.0,14.5,1.19,WV
West Virginia,2009.0,1801.0,285.0,22.0,15.8,1.23,WV
West Virginia,2010.0,1816.0,306.0,23.0,16.8,1.32,WV
West Virginia,2011.0,1820.0,318.0,34.0,17.5,1.77,WV
West Virginia,2012.0,1803.41762,301.3414237,40.15839111,16.70946432,2.1515695,WV
West Virginia,2013.0,1823.118395,315.3958484,35.40604698,17.29980068,1.942059664,WV
West Virginia,2014.0,1822.0,376.0,30.0,20.622,1.669,WV
Wisconsin,1980.0,4724.0,403.0,57.0,8.5,1.1,WI
Wisconsin,1981.0,4741.0,384.0,55.0,8.1,1.1,WI
Wisconsin,1982.0,4733.0,452.0,60.0,9.5,1.2,WI
Wisconsin,1983.0,4736.0,504.0,80.0,10.7,1.61,WI
Wisconsin,1984.0,4698.0,730.0,76.0,15.5,1.5,WI
Wisconsin,1985.0,4693.0,544.0,73.0,11.6,1.6,WI
Wisconsin,1986.0,4697.0,501.0,70.0,10.7,1.5,WI
Wisconsin,1987.0,4738.0,428.0,67.0,9.0,1.4,WI
Wisconsin,1988.0,4696.0,364.0,63.0,7.8,1.3,WI
Wisconsin,1989.0,4694.0,393.0,65.0,8.4,1.4,WI
Wisconsin,1990.0,4815.0,448.0,69.0,9.3,1.4,WI
Wisconsin,1991.0,4952.0,492.0,72.0,9.9,1.5,WI
Wisconsin,1992.0,5118.0,560.0,76.0,10.9,1.49,WI
Wisconsin,1993.0,5033.0,636.0,80.0,12.6,1.6,WI
Wisconsin,1994.0,5003.0,453.0,69.0,9.0,1.39,WI
Wisconsin,1995.0,5300.0,449.0,72.0,8.5,1.37,WI
Wisconsin,1996.0,5205.0,460.0,77.0,8.8,1.41,WI
Wisconsin,1997.0,5120.0,422.0,73.0,8.2,1.37,WI
Wisconsin,1998.0,5127.0,449.0,76.0,8.8,1.41,WI
Wisconsin,1999.0,5429.0,466.0,77.0,8.6,1.36,WI
Wisconsin,2000.0,5308.0,493.0,46.0,9.3,0.83,WI
Wisconsin,2001.0,5323.0,423.0,43.0,7.9,0.78,WI
Wisconsin,2002.0,5463.0,467.0,45.0,8.6,0.79,WI
Wisconsin,2003.0,5412.0,528.0,48.0,9.8,0.84,WI
Wisconsin,2004.0,5456.0,676.0,59.0,12.4,1.08,WI
Wisconsin,2005.0,5440.0,553.0,54.0,10.2,0.99,WI
Wisconsin,2006.0,5471.0,555.0,54.0,10.1,0.98,WI
Wisconsin,2007.0,5458.0,601.0,56.0,11.0,1.02,WI
Wisconsin,2008.0,5548.0,544.0,53.0,9.8,0.96,WI
Wisconsin,2009.0,5545.0,599.0,56.0,10.8,1.0,WI
Wisconsin,2010.0,5626.0,567.0,52.0,10.1,0.92,WI
Wisconsin,2011.0,5676.0,743.0,60.0,13.1,1.08,WI
Wisconsin,2012.0,5627.590363,640.2074368,49.03838274,11.37622669,0.860013191,WI
Wisconsin,2013.0,5625.487707,618.0326628,70.17728501,10.98629479,1.247488017,WI
Wisconsin,2014.0,5742.0,628.0,55.0,10.94,0.958,WI
Wyoming,1980.0,468.0,49.0,20.0,10.4,4.0,WY
Wyoming,1981.0,482.0,43.0,18.0,8.9,3.7,WY
Wyoming,1982.0,481.0,58.0,21.0,12.0,4.2,WY
Wyoming,1983.0,486.0,61.0,10.0,12.6,1.9,WY
Wyoming,1984.0,488.0,53.0,21.0,10.9,4.0,WY
Wyoming,1985.0,506.0,61.0,9.0,12.0,1.8,WY
Wyoming,1986.0,496.0,73.0,10.0,14.6,2.0,WY
Wyoming,1987.0,451.0,49.0,9.0,10.8,1.9,WY
Wyoming,1988.0,454.0,43.0,8.0,9.6,1.8,WY
Wyoming,1989.0,462.0,50.0,9.0,10.9,1.9,WY
Wyoming,1990.0,463.0,51.0,9.0,11.0,1.9,WY
Wyoming,1991.0,470.0,47.0,8.0,9.9,1.8,WY
Wyoming,1992.0,475.0,49.0,9.0,10.3,1.82,WY
Wyoming,1993.0,481.0,64.0,10.0,13.3,2.02,WY
Wyoming,1994.0,485.0,45.0,8.0,9.3,1.73,WY
Wyoming,1995.0,482.0,59.0,8.0,12.2,1.66,WY
Wyoming,1996.0,486.0,58.0,8.0,11.9,1.64,WY
Wyoming,1997.0,490.0,66.0,9.0,13.5,1.73,WY
Wyoming,1998.0,484.0,51.0,8.0,10.6,1.56,WY
Wyoming,1999.0,484.0,56.0,8.0,11.6,1.62,WY
Wyoming,2000.0,485.0,52.0,5.0,10.8,1.02,WY
Wyoming,2001.0,487.0,42.0,5.0,8.7,0.93,WY
Wyoming,2002.0,488.0,44.0,5.0,9.0,0.94,WY
Wyoming,2003.0,487.0,48.0,5.0,9.8,0.98,WY
Wyoming,2004.0,496.0,50.0,6.0,10.0,1.2,WY
Wyoming,2005.0,509.0,54.0,6.0,10.6,1.22,WY
Wyoming,2006.0,516.0,51.0,6.0,10.0,1.17,WY
Wyoming,2007.0,518.0,56.0,6.0,10.9,1.22,WY
Wyoming,2008.0,529.0,54.0,6.0,10.1,1.17,WY
Wyoming,2009.0,540.0,50.0,6.0,9.2,1.11,WY
Wyoming,2010.0,550.0,53.0,5.0,9.6,0.85,WY
Wyoming,2011.0,562.0,60.0,8.0,10.7,1.43,WY
Wyoming,2012.0,576.6287053,55.5743341,6.810797994,9.637802209,1.168149738,WY
Wyoming,2013.0,578.1048671,68.1217115,6.461321419,11.78362532,1.117672898,WY
Wyoming,2014.0,572.0,55.0,6.0,9.653,1.109,WY
