Table with row headings in column A and column headings in row 4.,,,,,,
state,pop,num_pov,st_err_num,pct_pov,st_err_pct,Year
Iowa,2916,260,26,8.9,0.87,
Kansas,2676,288,27,10.8,0.95,
Kentucky,4100,589,50,14.4,1.13,
Louisiana,4422,750,63,17,1.3,
Maine,1279,149,13,11.6,0.92,
Maryland,5485,472,47,8.6,0.83,
Massachusetts,6357,652,56,10.3,0.83,
Michigan,9893,1125,77,11.4,0.73,
Minnesota,5075,376,40,7.4,0.76,
Mississippi,2851,456,41,16,1.32,
Missouri,5606,602,55,10.7,0.93,
Montana,915,139,13,15.1,1.31,
Nebraska,1725,168,17,9.8,0.96,
Nevada,2242,244,22,10.9,0.92,
New Hampshire,1263,73,9,5.8,0.69,
New Jersey,8574,741,60,8.6,0.67,
New Mexico,1867,338,30,18.1,1.48,
New York,18922,2707,120,14.3,0.59,
North Carolina,8223,1289,86,15.7,0.96,
North Dakota,631,61,6,9.7,0.94,
Ohio,11227,1226,83,10.9,0.7,
Oklahoma,3430,440,40,12.8,1.1,
Oregon,3560,446,40,12.5,1.05,
Pennsylvania,12135,1279,82,10.5,0.64,
Rhode Island,1051,121,10,11.5,0.91,
South Carolina,4060,516,46,12.7,1.07,
South Dakota,749,95,8,12.7,1.01,
Tennessee,5901,829,75,14,1.18,
Texas,21827,3705,170,17,0.72,
Utah,2346,213,23,9.1,0.92,
Vermont,610,52,5,8.5,0.86,
Virginia,7367,740,71,10,0.91,
Washington,6078,766,68,12.6,1.05,
West Virginia,1785,310,23,17.4,1.17,
Wisconsin,5412,528,48,9.8,0.84,
Wyoming,487,48,5,9.8,0.98,
Alabama,4432,640,55,14.5,1.15,2002
Alaska,632,56,6,8.8,0.9,
Arizona,5424,735,69,13.5,1.19,
Arkansas,2690,532,42,19.8,1.39,
California,35068,4605,197,13.1,0.53,
Colorado,4470,436,40,9.8,0.85,
Connecticut,3377,279,28,8.3,0.8,
Delaware,796,73,8,9.1,0.97,
D.C.,570,97,8,17,1.35,
Florida,16391,2058,112,12.6,0.64,
Georgia,8413,939,90,11.2,1.01,
Hawaii,1219,138,14,11.3,1.04,
Idaho,1296,147,15,11.3,1.11,
Illinois,12495,1594,96,12.8,0.72,
Indiana,6086,552,51,9.1,0.8,
Iowa,2899,267,27,9.2,0.88,
Kansas,2681,269,26,10.1,0.92,
Kentucky,4033,571,49,14.2,1.13,
Louisiana,4445,777,64,17.5,1.32,
Maine,1265,170,13,13.4,0.99,
Maryland,5419,400,44,7.4,0.77,
Massachusetts,6469,648,56,10,0.82,
Michigan,9897,1152,78,11.6,0.74,
Minnesota,5044,325,37,6.5,0.72,
Mississippi,2785,513,44,18.4,1.41,
Missouri,5581,551,53,9.9,0.9,
Montana,902,122,12,13.5,1.25,
Nebraska,1700,181,18,10.6,1,
Nevada,2114,188,19,8.9,0.86,
New Hampshire,1264,73,9,5.8,0.69,
New Jersey,8585,681,57,7.9,0.64,
New Mexico,1837,328,30,17.9,1.48,
New York,19224,2690,120,14,0.58,
North Carolina,8146,1165,82,14.3,0.93,
North Dakota,632,73,7,11.6,1.01,
Ohio,11253,1099,79,9.8,0.67,
Oklahoma,3473,489,43,14.1,1.14,
Oregon,3503,380,37,10.9,1,
Pennsylvania,12168,1152,78,9.5,0.61,
Rhode Island,1055,116,10,11,0.89,
South Carolina,3989,568,49,14.3,1.13,
South Dakota,743,85,8,11.5,0.97,
Tennessee,5655,839,75,14.8,1.23,
Texas,21482,3362,162,15.6,0.7,
Utah,2308,228,24,9.9,0.97,
Vermont,616,61,6,9.9,0.92,
Virginia,7108,702,69,9.9,0.92,
Washington,5988,657,63,11,1,
West Virginia,1747,293,22,16.8,1.16,
Wisconsin,5463,467,45,8.6,0.79,
Wyoming,488,44,5,9,0.94,
Alabama,4378,696,57,15.9,1.21,2001
Alaska,632,54,6,8.5,0.88,
Arizona,5314,778,71,14.6,1.24,
Arkansas,2650,472,39,17.8,1.35,
California,34394,4321,191,12.6,0.52,
Colorado,4402,383,37,8.7,0.81,
Connecticut,3385,249,27,7.3,0.76,
Delaware,790,53,7,6.7,0.85,
D.C.,554,101,9,18.2,1.41,
Florida,16316,2077,112,12.7,0.65,
Georgia,8261,1069,96,12.9,1.09,
Hawaii,1205,138,13,11.4,1.05,
Idaho,1314,151,15,11.5,1.11,
Illinois,12314,1249,85,10.1,0.65,
Indiana,6030,511,49,8.5,0.78,
Iowa,2858,212,24,7.4,0.8,
Kansas,2635,267,26,10.1,0.94,
Kentucky,3989,503,46,12.6,1.08,
Louisiana,4372,709,61,16.2,1.29,
Maine,1277,132,12,10.3,0.88,
Maryland,5318,385,43,7.2,0.77,
Massachusetts,6302,561,52,8.9,0.79,
Michigan,9880,927,70,9.4,0.67,
Minnesota,4910,361,39,7.4,0.77,
Mississippi,2794,539,45,19.3,1.44,
Missouri,5513,537,52,9.7,0.9,
Montana,891,119,12,13.3,1.25,
Nebraska,1680,158,17,9.4,0.95,
Nevada,2129,152,17,7.1,0.78,
New Hampshire,1254,81,9,6.5,0.73,
New Jersey,8456,683,57,8.1,0.65,
New Mexico,1795,323,30,18,1.5,
New York,18783,2664,119,14.2,0.59,
North Carolina,8084,1013,76,12.5,0.88,
North Dakota,620,86,7,13.8,1.1,
Ohio,11178,1174,82,10.5,0.69,
Oklahoma,3372,508,43,15.1,1.18,
Oregon,3446,408,38,11.8,1.04,
Pennsylvania,12087,1158,78,9.6,0.62,
Rhode Island,1043,100,9,9.6,0.84,
South Carolina,3995,603,50,15.1,1.16,
South Dakota,737,62,7,8.4,0.85,
Tennessee,5670,802,74,14.1,1.2,
Texas,21030,3129,157,14.9,0.69,
Utah,2257,238,24,10.5,1.01,
Vermont,605,59,6,9.7,0.92,
Virginia,7080,564,62,8,0.84,
Washington,5920,634,62,10.7,0.99,
West Virginia,1769,291,22,16.4,1.15,
Wisconsin,5323,423,43,7.9,0.78,
Wyoming,487,42,5,8.7,0.93,
Alabama,4376,583,53,13.3,1.12,2000
Alaska,620,47,5,7.6,0.85,
Arizona,5181,607,63,11.7,1.14,
Arkansas,2650,436,38,16.5,1.3,
California,33889,4294,191,12.7,0.53,
Colorado,4334,425,39,9.8,0.86,
Connecticut,3365,258,27,7.7,0.77,
Delaware,777,65,8,8.4,0.94,
D.C.,552,84,8,15.2,1.32,
Florida,15991,1754,103,11,0.61,
Georgia,8112,982,92,12.1,1.07,
Hawaii,1195,106,12,8.9,0.94,
Idaho,1289,162,16,12.5,1.16,
Illinois,12269,1307,87,10.7,0.67,
Indiana,6007,513,49,8.5,0.79,
Iowa,2858,237,25,8.3,0.85,
Kansas,2649,213,23,8,0.84,
Kentucky,3995,502,46,12.6,1.08,
Louisiana,4354,750,63,17.2,1.32,
Maine,1267,128,12,10.1,0.87,
Maryland,5241,386,43,7.4,0.79,
Massachusetts,6284,618,54,9.8,0.82,
Michigan,9813,967,71,9.9,0.69,
Minnesota,4890,276,34,5.7,0.68,
Mississippi,2794,418,39,14.9,1.3,
Missouri,5517,505,51,9.2,0.87,
Montana,888,126,12,14.1,1.29,
Nebraska,1679,145,16,8.6,0.92,
Nevada,2045,180,19,8.8,0.88,
New Hampshire,1231,56,8,4.5,0.62,
New Jersey,8384,612,54,7.3,0.62,
New Mexico,1790,312,29,17.5,1.49,
New York,18752,2604,118,13.9,0.59,
North Carolina,7983,1000,76,12.5,0.89,
North Dakota,622,65,6,10.4,0.97,
Ohio,11160,1117,80,10,0.68,
Oklahoma,3378,503,43,14.9,1.18,
Oregon,3415,371,36,10.9,1.01,
Pennsylvania,12044,1033,74,8.6,0.59,
Rhode Island,1035,106,9,10.2,0.87,
South Carolina,3964,441,43,11.1,1.02,
South Dakota,737,79,7,10.7,0.94,
Tennessee,5630,759,72,13.5,1.18,
Texas,20695,3204,158,15.5,0.71,
Utah,2239,170,20,7.6,0.87,
Vermont,599,60,6,10,0.94,
Virginia,6977,577,63,8.3,0.86,
Washington,5863,634,62,10.8,1,
West Virginia,1773,261,21,14.7,1.09,
Wisconsin,5308,493,46,9.3,0.83,
Wyoming,485,52,5,10.8,1.02,
Alabama,4388,668,84,15.2,1.76,1999
Alaska,630,48,9,7.6,1.32,
Arizona,5057,616,79,12.2,1.46,
Arkansas,2616,384,48,14.7,1.71,
California,33705,4733,250,14,0.69,
Colorado,4319,366,59,8.5,1.32,
Connecticut,3418,246,51,7.2,1.43,
Delaware,768,80,14,10.4,1.67,
D.C.,545,80,12,14.7,1.96,
Florida,15566,1937,139,12.4,0.84,
Georgia,7877,1011,121,12.8,1.44,
Hawaii,1225,133,22,10.8,1.69,
Idaho,1240,175,22,14.1,1.65,
Illinois,12248,1215,112,9.9,0.87,
Indiana,5914,396,75,6.7,1.23,
Iowa,2856,210,39,7.4,1.33,
Kansas,2605,320,46,12.3,1.67,
Kentucky,3859,467,67,12.1,1.62,
Louisiana,4289,823,90,19.2,1.89,
Maine,1260,134,23,10.6,1.7,
Maryland,5049,367,72,7.3,1.38,
Massachusetts,6262,738,79,11.8,1.18,
Michigan,10052,978,97,9.7,0.92,
Minnesota,4868,354,64,7.3,1.26,
Mississippi,2755,446,54,16.2,1.81,
Missouri,5511,647,96,11.7,1.63,
Montana,891,141,17,15.8,1.76,
Nebraska,1683,184,28,11,1.59,
Nevada,2033,229,32,11.3,1.5,
New Hampshire,1255,96,19,7.6,1.49,
New Jersey,8232,646,74,7.8,0.86,
New Mexico,1831,383,40,20.9,1.94,
New York,18855,2676,156,14.2,0.77,
North Carolina,7766,1069,102,13.8,1.22,
North Dakota,621,81,12,13.1,1.75,
Ohio,11223,1343,119,12,1,
Oklahoma,3300,424,57,12.8,1.6,
Oregon,3421,432,62,12.6,1.7,
Pennsylvania,11948,1117,105,9.3,0.84,
Rhode Island,1033,103,18,10,1.65,
South Carolina,3800,445,68,11.7,1.69,
South Dakota,709,55,10,7.7,1.33,
Tennessee,5583,662,96,11.9,1.61,
Texas,20173,3072,195,15.2,0.9,
Utah,2194,126,24,5.7,1.05,
Vermont,599,58,10,9.6,1.65,
Virginia,6831,537,91,7.9,1.28,
Washington,5698,545,91,9.6,1.52,
West Virginia,1734,272,33,15.7,1.76,
Wisconsin,5429,466,77,8.6,1.36,
Wyoming,484,56,8,11.6,1.62,
Alabama,4190,609,80,14.5,1.76,1998
Alaska,641,60,10,9.4,1.44,
Arizona,4887,812,90,16.6,1.69,
Arkansas,2559,377,48,14.7,1.73,
California,33292,5118,259,15.4,0.72,
Colorado,3966,363,59,9.2,1.42,
Connecticut,3275,310,57,9.5,1.65,
Delaware,781,80,14,10.3,1.64,
D.C.,510,114,14,22.3,2.37,
Florida,14629,1923,139,13.1,0.89,
Georgia,7634,1034,122,13.5,1.49,
Hawaii,1201,131,22,10.9,1.72,
Idaho,1273,165,22,13,1.58,
Illinois,12255,1234,113,10.1,0.88,
Indiana,5830,547,88,9.4,1.44,
Iowa,2834,257,44,9.1,1.47,
Kansas,2615,250,41,9.6,1.49,
Kentucky,3860,521,70,13.5,1.7,
Louisiana,4305,821,90,19.1,1.88,
Maine,1263,131,22,10.4,1.68,
Maryland,5014,359,72,7.2,1.38,
Massachusetts,6100,528,67,8.7,1.04,
Michigan,10012,1097,103,11,0.97,
Minnesota,4815,498,76,10.3,1.49,
Mississippi,2758,486,57,17.6,1.87,
Missouri,5399,531,87,9.8,1.53,
Montana,922,153,18,16.6,1.76,
Nebraska,1713,211,30,12.3,1.66,
Nevada,1845,195,30,10.6,1.53,
New Hampshire,1216,119,22,9.8,1.69,
New Jersey,8072,693,77,8.6,0.91,
New Mexico,1823,371,39,20.4,1.92,
New York,18370,3068,167,16.7,0.84,
North Carolina,7412,1039,101,14,1.26,
North Dakota,644,97,13,15.1,1.82,
Ohio,11201,1253,115,11.2,0.97,
Oklahoma,3251,458,59,14.1,1.68,
Oregon,3352,503,67,15,1.84,
Pennsylvania,11890,1338,115,11.3,0.91,
Rhode Island,965,112,19,11.6,1.82,
South Carolina,3851,527,74,13.7,1.79,
South Dakota,710,77,12,10.8,1.55,
Tennessee,5569,749,102,13.4,1.7,
Texas,19889,2994,193,15.1,0.9,
Utah,2106,190,29,9,1.32,
Vermont,592,58,10,9.9,1.68,
Virginia,6679,589,95,8.8,1.36,
Washington,5729,512,88,8.9,1.47,
West Virginia,1748,312,36,17.8,1.84,
Wisconsin,5127,449,76,8.8,1.41,
Wyoming,484,51,8,10.6,1.56,
Alabama,4243,665,83,15.7,1.81,1997
Alaska,640,56,9,8.8,1.4,
Arizona,4643,797,89,17.2,1.76,
Arkansas,2621,515,56,19.7,1.92,
California,32877,5459,268,16.6,0.75,
Colorado,3921,320,56,8.2,1.36,
Connecticut,3296,282,54,8.6,1.57,
Delaware,749,72,13,9.6,1.63,
D.C.,516,113,14,21.8,2.34,
Florida,14354,2056,143,14.3,0.93,
Georgia,7631,1109,127,14.5,1.54,
Hawaii,1182,164,24,13.9,1.92,
Idaho,1251,183,23,14.7,1.67,
Illinois,12065,1349,118,11.2,0.92,
Indiana,5849,515,86,8.8,1.4,
Iowa,2820,270,45,9.6,1.5,
Kansas,2583,250,41,9.7,1.51,
Kentucky,3913,623,77,15.9,1.81,
Louisiana,4241,691,82,16.3,1.78,
Maine,1222,124,22,10.1,1.69,
Maryland,5043,422,78,8.4,1.48,
Massachusetts,5991,732,78,12.2,1.23,
Michigan,9783,1006,98,10.3,0.95,
Minnesota,4748,457,73,9.6,1.45,
Mississippi,2731,455,55,16.7,1.84,
Missouri,5315,627,94,11.8,1.67,
Montana,892,139,17,15.6,1.75,
Nebraska,1658,163,27,9.8,1.53,
Nevada,1723,190,29,11,1.61,
New Hampshire,1197,109,21,9.1,1.65,
New Jersey,7967,737,79,9.3,0.95,
New Mexico,1823,387,40,21.2,1.95,
New York,18103,2979,165,16.5,0.84,
North Carolina,7345,839,90,11.4,1.16,
North Dakota,638,87,12,13.6,1.75,
Ohio,11212,1231,114,11,0.96,
Oklahoma,3321,456,59,13.7,1.64,
Oregon,3284,382,58,11.6,1.67,
Pennsylvania,11904,1337,115,11.2,0.91,
Rhode Island,943,120,19,12.7,1.92,
South Carolina,3813,500,72,13.1,1.77,
South Dakota,708,117,14,16.5,1.85,
Tennessee,5536,791,105,14.3,1.75,
Texas,19688,3297,202,16.7,0.94,
Utah,2085,185,29,8.9,1.31,
Vermont,580,54,10,9.3,1.65,
Virginia,6747,858,115,12.7,1.59,
Washington,5735,529,90,9.2,1.49,
West Virginia,1742,286,34,16.4,1.79,
Wisconsin,5120,422,73,8.2,1.37,
Wyoming,490,66,9,13.5,1.73,
Alabama,4258,595,79,14,1.72,1996
Alaska,657,54,9,8.2,1.33,
Arizona,4786,980,99,20.5,1.85,
Arkansas,2606,449,52,17.2,1.83,
California,32305,5472,268,16.9,0.76,
Colorado,3869,412,63,10.6,1.54,
Connecticut,3341,392,64,11.7,1.79,
Delaware,732,63,12,8.6,1.56,
D.C.,538,130,15,24.1,2.38,
Florida,14343,2037,143,14.2,0.92,
Georgia,7390,1097,126,14.8,1.58,
Hawaii,1172,142,23,12.1,1.82,
Idaho,1185,140,20,11.9,1.57,
Illinois,11810,1429,121,12.1,0.97,
Indiana,5681,428,78,7.5,1.33,
Iowa,2898,279,45,9.6,1.49,
Kansas,2569,287,44,11.2,1.61,
Kentucky,3877,658,79,17,1.86,
Louisiana,4263,873,93,20.5,1.94,
Maine,1203,135,23,11.2,1.78,
Maryland,5085,522,86,10.3,1.61,
Massachusetts,6150,622,72,10.1,1.12,
Michigan,9572,1068,101,11.2,1,
Minnesota,4690,458,73,9.8,1.47,
Mississippi,2797,575,62,20.6,1.97,
Missouri,5268,500,84,9.5,1.52,
Montana,908,155,18,17,1.8,
Nebraska,1666,169,27,10.2,1.55,
Nevada,1634,133,25,8.1,1.45,
New Hampshire,1142,73,17,6.4,1.44,
New Jersey,7858,726,78,9.2,0.95,
New Mexico,1847,472,44,25.5,2.07,
New York,18345,3058,167,16.7,0.84,
North Carolina,7254,885,93,12.2,1.2,
North Dakota,628,69,11,11,1.61,
Ohio,11254,1424,122,12.7,1.02,
Oklahoma,3344,556,65,16.6,1.77,
Oregon,3234,382,58,11.8,1.7,
Pennsylvania,11889,1374,117,11.6,0.93,
Rhode Island,940,104,18,11,1.8,
South Carolina,3698,482,71,13,1.79,
South Dakota,701,82,12,11.8,1.62,
Tennessee,5528,878,110,15.9,1.83,
Texas,19184,3180,199,16.6,0.95,
Utah,1998,153,26,7.7,1.26,
Vermont,586,74,12,12.6,1.87,
Virginia,6481,795,110,12.3,1.6,
Washington,5620,666,101,11.9,1.68,
West Virginia,1745,323,36,18.5,1.87,
Wisconsin,5205,460,77,8.8,1.41,
Wyoming,486,58,8,11.9,1.64,
Alabama,4396,882,86,20.1,1.96,1995
Alaska,630,45,8,7.1,1.28,
Arizona,4337,700,77,16.1,1.77,
Arkansas,2532,376,44,14.9,1.75,
California,32055,5342,244,16.7,0.76,
Colorado,3793,335,54,8.8,1.43,
Connecticut,3276,318,55,9.7,1.67,
Delaware,713,74,12,10.3,1.72,
D.C.,551,122,13,22.2,2.28,
Florida,14306,2321,140,16.2,0.98,
Georgia,7262,878,106,12.1,1.46,
Hawaii,1187,122,20,10.3,1.68,
Idaho,1154,167,20,14.5,1.73,
Illinois,11761,1459,115,12.4,0.98,
Indiana,5673,545,84,9.6,1.48,
Iowa,2894,352,48,12.2,1.65,
Kansas,2535,273,41,10.8,1.6,
Kentucky,3876,572,68,14.7,1.76,
Louisiana,4306,849,82,19.7,1.9,
Maine,1225,138,22,11.2,1.77,
Maryland,5133,520,82,10.1,1.59,
Massachusetts,6065,665,70,11,1.16,
Michigan,9637,1174,100,12.2,1.04,
Minnesota,4628,427,67,9.2,1.44,
Mississippi,2685,630,56,23.5,2.11,
Missouri,5140,484,79,9.4,1.54,
Montana,870,133,15,15.3,1.76,
Nebraska,1648,159,25,9.6,1.52,
Nevada,1558,173,26,11.1,1.7,
New Hampshire,1139,60,15,5.3,1.32,
New Jersey,7879,617,70,7.8,0.88,
New Mexico,1806,457,37,25.3,2.08,
New York,18258,3020,153,16.5,0.84,
North Carolina,6935,877,86,12.6,1.25,
North Dakota,635,76,11,12,1.66,
Ohio,11211,1285,110,11.5,0.98,
Oklahoma,3204,548,59,17.1,1.83,
Oregon,3208,360,53,11.2,1.66,
Pennsylvania,12031,1464,113,12.2,0.94,
Rhode Island,962,102,17,10.6,1.75,
South Carolina,3741,744,79,19.9,2.11,
South Dakota,713,103,13,14.5,1.75,
Tennessee,5462,846,100,15.5,1.83,
Texas,18761,3270,184,17.4,0.98,
Utah,1999,168,26,8.4,1.31,
Vermont,593,61,10,10.3,1.7,
Virginia,6371,648,95,10.2,1.48,
Washington,5424,677,95,12.5,1.75,
West Virginia,1793,300,32,16.7,1.77,
Wisconsin,5300,449,72,8.5,1.37,
Wyoming,482,59,8,12.2,1.66,
Alabama,4299,704,80,16.4,1.87,1994
Alaska,592,61,8,10.2,1.38,
Arizona,4223,673,74,15.9,1.79,
Arkansas,2414,369,44,15.3,1.83,
California,31669,5658,233,17.9,0.74,
Colorado,3736,335,55,9,1.48,
Connecticut,3192,344,59,10.8,1.85,
Delaware,681,57,11,8.3,1.56,
D.C.,607,129,15,21.2,2.45,
Florida,14258,2128,123,14.9,0.87,
Georgia,7220,1012,120,14,1.68,
Hawaii,1106,97,17,8.7,1.55,
Idaho,1138,137,17,12,1.51,
Illinois,11808,1464,106,12.4,0.9,
Indiana,5967,816,106,13.7,1.79,
Iowa,2815,302,44,10.7,1.57,
Kansas,2522,375,45,14.9,1.77,
Kentucky,3843,710,76,18.5,1.99,
Louisiana,4351,1117,101,25.7,2.32,
Maine,1201,113,19,9.4,1.58,
Maryland,5045,541,83,10.7,1.65,
Massachusetts,6005,585,50,9.7,0.83,
Michigan,9519,1347,89,14.1,0.94,
Minnesota,4486,523,76,11.7,1.69,
Mississippi,2587,515,51,19.9,1.97,
Missouri,5107,797,100,15.6,1.96,
Montana,844,97,13,11.5,1.59,
Nebraska,1648,146,23,8.8,1.38,
Nevada,1521,168,22,11.1,1.49,
New Hampshire,1131,87,18,7.7,1.57,
New Jersey,7920,730,62,9.2,0.78,
New Mexico,1685,356,33,21.1,1.96,
New York,18213,3097,140,17,0.77,
North Carolina,6895,980,62,14.2,0.91,
North Dakota,627,65,9,10.4,1.5,
Ohio,11139,1571,103,14.1,0.93,
Oklahoma,3232,540,61,16.7,1.9,
Oregon,3152,373,54,11.8,1.73,
Pennsylvania,11967,1496,106,12.5,0.88,
Rhode Island,968,99,17,10.3,1.78,
South Carolina,3633,501,57,13.8,1.59,
South Dakota,737,107,12,14.5,1.6,
Tennessee,5338,779,89,14.6,1.69,
Texas,18894,3603,184,19.1,0.99,
Utah,1926,154,25,8,1.29,
Vermont,589,45,9,7.6,1.51,
Virginia,6616,710,91,10.7,1.38,
Washington,5259,614,83,11.7,1.6,
West Virginia,1804,336,37,18.6,2.04,
Wisconsin,5003,453,69,9,1.39,
Wyoming,485,45,8,9.3,1.73,
Alabama,4168,725,81,17.4,1.94,1993
Alaska,570,52,8,9.1,1.34,
Arizona,4003,615,72,15.4,1.81,
Arkansas,2421,484,49,20,2.04,
California,31970,5803,235,18.2,0.74,
Colorado,3564,354,56,9.9,1.59,
Connecticut,3259,277,54,8.5,1.65,
Delaware,711,73,12,10.2,1.68,
D.C.,597,158,16,26.4,2.67,
Florida,14118,2507,131,17.8,0.94,
Georgia,6825,919,115,13.5,1.7,
Hawaii,1135,91,17,8,1.47,
Idaho,1145,150,18,13.1,1.57,
Illinois,11725,1600,110,13.6,0.94,
Indiana,5751,704,100,12.2,1.74,
Iowa,2809,290,43,10.3,1.54,
Kansas,2496,327,42,13.1,1.69,
Kentucky,3740,763,78,20.4,2.09,
Louisiana,4246,1119,101,26.4,2.37,
Maine,1276,196,24,15.4,1.89,
Maryland,4925,479,79,9.7,1.61,
Massachusetts,5991,641,52,10.7,0.86,
Michigan,9560,1475,93,15.4,0.97,
Minnesota,4354,506,75,11.6,1.71,
Mississippi,2584,639,55,24.7,2.12,
Missouri,5185,832,102,16.1,1.97,
Montana,850,127,15,14.9,1.77,
Nebraska,1641,169,24,10.3,1.48,
Nevada,1444,141,21,9.8,1.44,
New Hampshire,1131,112,20,9.9,1.76,
New Jersey,7968,866,67,10.9,0.84,
New Mexico,1623,282,30,17.4,1.86,
New York,18218,2981,137,16.4,0.76,
North Carolina,6732,966,62,14.4,0.92,
North Dakota,625,70,10,11.2,1.55,
Ohio,11264,1461,100,13,0.89,
Oklahoma,3326,662,66,19.9,2,
Oregon,3077,363,53,11.8,1.75,
Pennsylvania,12073,1598,109,13.2,0.9,
Rhode Island,969,108,18,11.2,1.84,
South Carolina,3630,678,65,18.7,1.79,
South Dakota,717,102,12,14.2,1.61,
Tennessee,5092,998,98,19.6,1.94,
Texas,18266,3177,176,17.4,0.97,
Utah,1906,203,28,10.7,1.48,
Vermont,588,59,10,10,1.7,
Virginia,6470,627,86,9.7,1.34,
Washington,5224,634,85,12.1,1.63,
West Virginia,1803,400,39,22.2,2.17,
Wisconsin,5033,636,80,12.6,1.6,
Wyoming,481,64,10,13.3,2.02,
Alabama,4226,729,81,17.3,1.92,1992
Alaska,572,58,8,10.2,1.4,
Arizona,3851,607,71,15.8,1.86,
Arkansas,2463,430,47,17.5,1.92,
California,31701,5197,225,16.4,0.72,
Colorado,3478,376,58,10.8,1.67,
Connecticut,3272,321,57,9.8,1.76,
Delaware,709,55,11,7.8,1.49,
D.C.,591,120,14,20.3,2.45,
Florida,13714,2139,123,15.6,0.91,
Georgia,6664,1177,128,17.7,1.92,
Hawaii,1187,133,20,11.2,1.67,
Idaho,1095,166,19,15.2,1.7,
Illinois,11892,1857,117,15.6,0.99,
Indiana,5622,661,97,11.8,1.73,
Iowa,2846,328,46,11.5,1.61,
Kansas,2510,279,39,11.1,1.57,
Kentucky,3720,731,77,19.7,2.07,
Louisiana,4256,1043,99,24.5,2.31,
Maine,1239,167,23,13.5,1.82,
Maryland,4946,583,86,11.8,1.74,
Massachusetts,5843,600,50,10.3,0.86,
Michigan,9322,1271,87,13.6,0.94,
Minnesota,4318,561,78,13,1.8,
Mississippi,2725,671,56,24.6,2.07,
Missouri,5062,795,100,15.7,1.98,
Montana,855,118,15,13.8,1.71,
Nebraska,1606,169,24,10.6,1.51,
Nevada,1353,199,24,14.7,1.78,
New Hampshire,1114,97,19,8.7,1.67,
New Jersey,7803,803,65,10.3,0.83,
New Mexico,1611,348,32,21.6,2.02,
New York,17975,2820,134,15.7,0.75,
North Carolina,6813,1080,65,15.8,0.95,
North Dakota,616,74,10,12.1,1.62,
Ohio,11175,1398,98,12.5,0.88,
Oklahoma,3269,607,64,18.6,1.97,
Oregon,3039,346,52,11.4,1.73,
Pennsylvania,12018,1425,104,11.9,0.86,
Rhode Island,960,119,19,12.4,1.94,
South Carolina,3675,697,66,19,1.79,
South Dakota,705,106,12,15.1,1.66,
Tennessee,5036,858,93,17,1.85,
Texas,17921,3282,178,18.3,1,
Utah,1830,172,26,9.4,1.43,
Vermont,582,61,10,10.5,1.75,
Virginia,6241,592,84,9.5,1.35,
Washington,5138,574,81,11.2,1.59,
West Virginia,1795,401,39,22.3,2.18,
Wisconsin,5118,560,76,10.9,1.49,
Wyoming,475,49,9,10.3,1.82,
Alabama,4178,786,83,18.8,2,1991
Alaska,525,62,8,11.8,1.6,
Arizona,3603,532,67,14.8,1.9,
Arkansas,2450,425,47,17.3,1.9,
California,30735,4825,219,15.7,0.7,
Colorado,3319,347,56,10.4,1.7,
Connecticut,3341,287,55,8.6,1.6,
Delaware,709,53,10,7.5,1.5,
D.C.,530,98,13,18.6,2.5,
Florida,13412,2069,122,15.4,0.9,
Georgia,6265,1077,123,17.2,2,
Hawaii,1164,90,17,7.7,1.4,
Idaho,1035,144,17,13.9,1.7,
Illinois,11800,1598,110,13.5,0.9,
Indiana,5533,866,109,15.7,2,
Iowa,2821,271,42,9.6,1.5,
Kansas,2580,317,42,12.3,1.6,
Kentucky,3640,683,75,18.8,2.1,
Louisiana,4185,795,89,19,2.1,
Maine,1213,171,23,14.1,1.9,
Maryland,4767,432,75,9.1,1.6,
Massachusetts,5803,637,51,11,0.9,
Michigan,9263,1308,88,14.1,1,
Minnesota,4384,564,78,12.9,1.8,
Mississippi,2681,635,55,23.7,2.1,
Missouri,4993,740,97,14.8,1.9,
Montana,822,127,15,15.4,1.8,
Nebraska,1661,157,23,9.5,1.4,
Nevada,1237,141,21,11.4,1.7,
New Hampshire,1107,81,17,7.3,1.5,
New Jersey,7736,754,63,9.7,0.8,
New Mexico,1554,349,32,22.4,2.1,
New York,17914,2736,133,15.3,0.7,
North Carolina,6641,964,62,14.5,0.9,
North Dakota,635,92,11,14.5,1.7,
Ohio,11061,1488,101,13.4,0.9,
Oklahoma,3173,541,61,17,1.9,
Oregon,2967,401,56,13.5,1.9,
Pennsylvania,12147,1340,101,11,0.8,
Rhode Island,949,99,17,10.4,1.8,
South Carolina,3538,582,61,16.4,1.7,
South Dakota,689,96,11,14,1.6,
Tennessee,4787,744,88,15.5,1.8,
Texas,16964,2965,171,17.5,1,
Utah,1717,222,29,12.9,1.7,
Vermont,579,73,11,12.6,1.9,
Virginia,6144,608,85,9.9,1.4,
Washington,4989,474,75,9.5,1.5,
West Virginia,1830,327,37,17.9,2,
Wisconsin,4952,492,72,9.9,1.5,
Wyoming,470,47,8,9.9,1.8,
Alabama,4063,779,83,19.2,2,1990
Alaska,499,57,8,11.4,1.6,
Arizona,3521,484,65,13.7,1.8,
Arkansas,2411,472,49,19.6,2,
California,29765,4128,205,13.9,0.7,
Colorado,3367,461,63,13.7,1.9,
Connecticut,3265,196,46,6,1.4,
Delaware,690,48,10,6.9,1.4,
D.C.,570,120,14,21.1,2.5,
