year,st,gen_pos
2001,HI,21.568627451
2001,IA,68.6274509804
2001,ID,25.4901960784
2001,IL,47.0588235294
2001,IN,66.6666666667
2001,KS,49.0196078431
2001,KY,52.9411764706
2001,LA,43.137254902
2001,MA,94.1176470588
2001,MD,70.5882352941
2001,ME,80.3921568627
2001,MI,64.7058823529
2001,MN,84.3137254902
2001,MO,72.5490196078
2001,MS,23.5294117647
2001,MT,11.7647058824
2001,NC,45.0980392157
2001,ND,27.4509803922
2001,NE,60.7843137255
2001,NH,88.2352941176
2001,NJ,86.2745098039
2001,NM,17.6470588235
2001,NV,19.6078431373
2001,NY,96.0784313725
2001,OH,58.8235294118
2001,OK,9.80392156863
2001,OR,50.9803921569
2001,PA,74.5098039216
2001,RI,98.0392156863
2001,SC,31.3725490196
2001,SD,62.7450980392
2001,TN,56.862745098
2001,TX,5.88235294118
2001,UT,3.92156862745
2001,VA,35.2941176471
2001,VT,82.3529411765
2001,WA,54.9019607843
2001,WI,76.4705882353
2001,WV,33.3333333333
2001,WY,41.1764705882
2002,AK,94.1176470588
2002,AL,13.7254901961
2002,AR,1.96078431373
2002,AZ,17.6470588235
2002,CA,39.2156862745
2002,CO,23.5294117647
2002,CT,90.1960784314
2002,DC,80.3921568627
2002,DE,68.6274509804
2002,FL,15.6862745098
2002,GA,52.9411764706
2002,HI,21.568627451
2002,IA,76.4705882353
2002,ID,19.6078431373
2002,IL,31.3725490196
2002,IN,64.7058823529
2002,KS,58.8235294118
2002,KY,50.9803921569
2002,LA,45.0980392157
2002,MA,92.1568627451
2002,MD,74.5098039216
2002,ME,66.6666666667
2002,MI,49.0196078431
2002,MN,98.0392156863
2002,MO,78.431372549
2002,MS,33.3333333333
2002,MT,11.7647058824
2002,NC,37.2549019608
2002,ND,43.137254902
2002,NE,60.7843137255
2002,NH,100.0
2002,NJ,86.2745098039
2002,NM,25.4901960784
2002,NV,7.8431372549
2002,NY,96.0784313725
2002,OH,70.5882352941
2002,OK,9.80392156863
2002,OR,54.9019607843
2002,PA,82.3529411765
2002,RI,88.2352941176
2002,SC,35.2941176471
2002,SD,47.0588235294
2002,TN,56.862745098
2002,TX,3.92156862745
2002,UT,5.88235294118
2002,VA,27.4509803922
2002,VT,84.3137254902
2002,WA,62.7450980392
2002,WI,72.5490196078
2002,WV,29.4117647059
2002,WY,41.1764705882
2003,AK,98.0392156863
2003,AL,17.6470588235
2003,AR,9.80392156863
2003,AZ,25.4901960784
2003,CA,50.9803921569
2003,CO,29.4117647059
2003,CT,92.1568627451
2003,DC,80.3921568627
2003,DE,84.3137254902
2003,FL,13.7254901961
2003,GA,43.137254902
2003,HI,49.0196078431
2003,IA,66.6666666667
2003,ID,27.4509803922
2003,IL,23.5294117647
2003,IN,56.862745098
2003,KS,39.2156862745
2003,KY,41.1764705882
2003,LA,33.3333333333
2003,MA,82.3529411765
2003,MD,74.5098039216
2003,ME,86.2745098039
2003,MI,58.8235294118
2003,MN,94.1176470588
2003,MO,72.5490196078
2003,MS,45.0980392157
2003,MT,1.96078431373
2003,NC,19.6078431373
2003,ND,62.7450980392
2003,NE,64.7058823529
2003,NH,90.1960784314
2003,NJ,78.431372549
2003,NM,31.3725490196
2003,NV,3.92156862745
2003,NY,100.0
2003,OH,68.6274509804
2003,OK,15.6862745098
2003,OR,35.2941176471
2003,PA,76.4705882353
2003,RI,88.2352941176
2003,SC,52.9411764706
2003,SD,21.568627451
2003,TN,60.7843137255
2003,TX,5.88235294118
2003,UT,11.7647058824
2003,VA,7.8431372549
2003,VT,96.0784313725
2003,WA,47.0588235294
2003,WI,70.5882352941
2003,WV,37.2549019608
2003,WY,54.9019607843
2004,AK,94.1176470588
2004,AL,5.88235294118
2004,AR,27.4509803922
2004,AZ,23.5294117647
2004,CA,39.2156862745
2004,CO,17.6470588235
2004,CT,80.3921568627
2004,DC,84.3137254902
2004,DE,78.431372549
2004,FL,33.3333333333
2004,GA,35.2941176471
2004,HI,68.6274509804
2004,IA,54.9019607843
2004,ID,50.9803921569
2004,IL,43.137254902
2004,IN,49.0196078431
2004,KS,19.6078431373
2004,KY,15.6862745098
2004,LA,45.0980392157
2004,MA,92.1568627451
2004,MD,66.6666666667
2004,ME,86.2745098039
2004,MI,31.3725490196
2004,MN,96.0784313725
2004,MO,70.5882352941
2004,MS,25.4901960784
2004,MT,9.80392156863
2004,NC,37.2549019608
2004,ND,64.7058823529
2004,NE,74.5098039216
2004,NH,98.0392156863
2004,NJ,82.3529411765
2004,NM,52.9411764706
2004,NV,1.96078431373
2004,NY,90.1960784314
2004,OH,72.5490196078
2004,OK,47.0588235294
2004,OR,21.568627451
2004,PA,76.4705882353
2004,RI,88.2352941176
2004,SC,29.4117647059
2004,SD,11.7647058824
2004,TN,60.7843137255
2004,TX,3.92156862745
2004,UT,7.8431372549
2004,VA,13.7254901961
2004,VT,100.0
2004,WA,58.8235294118
2004,WI,41.1764705882
2004,WV,62.7450980392
2004,WY,56.862745098
2005,AK,94.1176470588
2005,AL,7.8431372549
2005,AR,50.9803921569
2005,AZ,21.568627451
2005,CA,43.137254902
2005,CO,9.80392156863
2005,CT,82.3529411765
2005,DC,76.4705882353
2005,DE,78.431372549
2005,FL,29.4117647059
2005,GA,13.7254901961
2005,HI,70.5882352941
2005,IA,47.0588235294
2005,ID,37.2549019608
2005,IL,54.9019607843
2005,IN,33.3333333333
2005,KS,17.6470588235
2005,KY,39.2156862745
2005,LA,41.1764705882
2005,MA,92.1568627451
2005,MD,72.5490196078
2005,ME,86.2745098039
2005,MI,49.0196078431
2005,MN,88.2352941176
2005,MO,74.5098039216
2005,MS,19.6078431373
2005,MT,11.7647058824
2005,NC,58.8235294118
2005,ND,45.0980392157
2005,NE,62.7450980392
2005,NH,98.0392156863
2005,NJ,84.3137254902
2005,NM,31.3725490196
2005,NV,1.96078431373
2005,NY,96.0784313725
2005,OH,60.7843137255
2005,OK,5.88235294118
2005,OR,23.5294117647
2005,PA,80.3921568627
2005,RI,90.1960784314
2005,SC,25.4901960784
2005,SD,35.2941176471
2005,TN,64.7058823529
2005,TX,3.92156862745
2005,UT,15.6862745098
2005,VA,27.4509803922
2005,VT,100.0
2005,WA,68.6274509804
2005,WI,66.6666666667
2005,WV,56.862745098
2005,WY,52.9411764706
2006,AK,98.0392156863
2006,AL,17.6470588235
2006,AR,13.7254901961
2006,AZ,35.2941176471
2006,CA,52.9411764706
2006,CO,21.568627451
2006,CT,90.1960784314
2006,DC,82.3529411765
2006,DE,78.431372549
2006,FL,19.6078431373
2006,GA,9.80392156863
2006,HI,68.6274509804
2006,IA,64.7058823529
2006,ID,43.137254902
2006,IL,50.9803921569
2006,IN,62.7450980392
2006,KS,15.6862745098
2006,KY,25.4901960784
2006,LA,29.4117647059
2006,MA,84.3137254902
2006,MD,72.5490196078
2006,ME,88.2352941176
2006,MI,27.4509803922
2006,MN,86.2745098039
2006,MO,70.5882352941
2006,MS,7.8431372549
2006,MT,11.7647058824
2006,NC,41.1764705882
2006,ND,39.2156862745
2006,NE,60.7843137255
2006,NH,92.1568627451
2006,NJ,80.3921568627
2006,NM,47.0588235294
2006,NV,3.92156862745
2006,NY,96.0784313725
2006,OH,66.6666666667
2006,OK,5.88235294118
2006,OR,31.3725490196
2006,PA,76.4705882353
2006,RI,94.1176470588
2006,SC,56.862745098
2006,SD,45.0980392157
2006,TN,33.3333333333
2006,TX,1.96078431373
2006,UT,23.5294117647
2006,VA,37.2549019608
2006,VT,100.0
2006,WA,74.5098039216
2006,WI,58.8235294118
2006,WV,49.0196078431
2006,WY,54.9019607843
2007,AK,100.0
2007,AL,19.6078431373
2007,AR,47.0588235294
2007,AZ,33.3333333333
2007,CA,43.137254902
2007,CO,17.6470588235
2007,CT,86.2745098039
2007,DC,84.3137254902
2007,DE,78.431372549
2007,FL,15.6862745098
2007,GA,9.80392156863
2007,HI,74.5098039216
2007,IA,66.6666666667
2007,ID,35.2941176471
2007,IL,70.5882352941
2007,IN,27.4509803922
2007,KS,25.4901960784
2007,KY,29.4117647059
2007,LA,45.0980392157
2007,MA,90.1960784314
2007,MD,72.5490196078
2007,ME,88.2352941176
2007,MI,56.862745098
2007,MN,82.3529411765
2007,MO,60.7843137255
2007,MS,3.92156862745
2007,MT,13.7254901961
2007,NC,23.5294117647
2007,ND,64.7058823529
2007,NE,58.8235294118
2007,NH,92.1568627451
2007,NJ,76.4705882353
2007,NM,68.6274509804
2007,NV,1.96078431373
2007,NY,94.1176470588
2007,OH,62.7450980392
2007,OK,31.3725490196
2007,OR,11.7647058824
2007,PA,80.3921568627
2007,RI,98.0392156863
2007,SC,21.568627451
2007,SD,52.9411764706
2007,TN,41.1764705882
2007,TX,5.88235294118
2007,UT,7.8431372549
2007,VA,37.2549019608
2007,VT,96.0784313725
2007,WA,54.9019607843
2007,WI,50.9803921569
2007,WV,49.0196078431
2007,WY,39.2156862745
2008,AK,96.0784313725
2008,AL,9.80392156863
2008,AR,47.0588235294
2008,AZ,17.6470588235
2008,CA,39.2156862745
2008,CO,7.8431372549
2008,CT,94.1176470588
2008,DC,90.1960784314
2008,DE,80.3921568627
2008,FL,11.7647058824
2008,GA,3.92156862745
2008,HI,70.5882352941
2008,IA,72.5490196078
2008,ID,23.5294117647
2008,IL,41.1764705882
2008,IN,29.4117647059
2008,KS,19.6078431373
2008,KY,21.568627451
2008,LA,43.137254902
2008,MA,92.1568627451
2008,MD,74.5098039216
2008,ME,88.2352941176
2008,MI,50.9803921569
2008,MN,84.3137254902
2008,MO,62.7450980392
2008,MS,37.2549019608
2008,MT,13.7254901961
2008,NC,45.0980392157
2008,ND,33.3333333333
2008,NE,58.8235294118
2008,NH,82.3529411765
2008,NJ,78.431372549
2008,NM,56.862745098
2008,NV,1.96078431373
2008,NY,98.0392156863
2008,OH,52.9411764706
2008,OK,31.3725490196
2008,OR,54.9019607843
2008,PA,76.4705882353
2008,RI,86.2745098039
2008,SC,25.4901960784
2008,SD,15.6862745098
2008,TN,49.0196078431
2008,TX,5.88235294118
2008,UT,35.2941176471
2008,VA,27.4509803922
2008,VT,100.0
2008,WA,66.6666666667
2008,WI,68.6274509804
2008,WV,60.7843137255
2008,WY,64.7058823529
2009,AK,86.2745098039
2009,AL,11.7647058824
2009,AR,25.4901960784
2009,AZ,21.568627451
2009,CA,41.1764705882
2009,CO,13.7254901961
2009,CT,98.0392156863
2009,DC,90.1960784314
2009,DE,74.5098039216
2009,FL,7.8431372549
2009,GA,3.92156862745
2009,HI,49.0196078431
2009,IA,62.7450980392
2009,ID,17.6470588235
2009,IL,47.0588235294
2009,IN,9.80392156863
2009,KS,27.4509803922
2009,KY,43.137254902
2009,LA,68.6274509804
2009,MA,96.0784313725
2009,MD,76.4705882353
2009,ME,94.1176470588
2009,MI,45.0980392157
2009,MN,82.3529411765
2009,MO,52.9411764706
2009,MS,19.6078431373
2009,MT,29.4117647059
2009,NC,33.3333333333
2009,ND,56.862745098
2009,NE,60.7843137255
2009,NH,84.3137254902
2009,NJ,78.431372549
2009,NM,66.6666666667
2009,NV,1.96078431373
2009,NY,92.1568627451
2009,OH,64.7058823529
2009,OK,50.9803921569
2009,OR,37.2549019608
2009,PA,80.3921568627
2009,RI,88.2352941176
2009,SC,39.2156862745
2009,SD,23.5294117647
2009,TN,35.2941176471
2009,TX,5.88235294118
2009,UT,15.6862745098
2009,VA,31.3725490196
2009,VT,100.0
2009,WA,54.9019607843
2009,WI,72.5490196078
2009,WV,58.8235294118
2009,WY,70.5882352941
2010,AK,88.2352941176
2010,AL,11.7647058824
2010,AR,62.7450980392
2010,AZ,43.137254902
2010,CA,31.3725490196
2010,CO,27.4509803922
2010,CT,98.0392156863
2010,DC,90.1960784314
2010,DE,78.431372549
2010,FL,7.8431372549
2010,GA,3.92156862745
2010,HI,54.9019607843
2010,IA,68.6274509804
2010,ID,17.6470588235
2010,IL,52.9411764706
2010,IN,5.88235294118
2010,KS,13.7254901961
2010,KY,37.2549019608
2010,LA,33.3333333333
2010,MA,96.0784313725
2010,MD,74.5098039216
2010,ME,86.2745098039
2010,MI,41.1764705882
2010,MN,82.3529411765
2010,MO,64.7058823529
2010,MS,19.6078431373
2010,MT,29.4117647059
2010,NC,21.568627451
2010,ND,50.9803921569
2010,NE,58.8235294118
2010,NH,92.1568627451
2010,NJ,72.5490196078
2010,NM,66.6666666667
2010,NV,1.96078431373
2010,NY,94.1176470588
2010,OH,56.862745098
2010,OK,25.4901960784
2010,OR,39.2156862745
2010,PA,80.3921568627
2010,RI,84.3137254902
2010,SC,23.5294117647
2010,SD,35.2941176471
2010,TN,47.0588235294
2010,TX,9.80392156863
2010,UT,15.6862745098
2010,VA,45.0980392157
2010,VT,100.0
2010,WA,60.7843137255
2010,WI,76.4705882353
2010,WV,49.0196078431
2010,WY,70.5882352941
2011,AK,90.1960784314
2011,AL,21.568627451
2011,AR,33.3333333333
2011,AZ,43.137254902
2011,CA,54.9019607843
2011,CO,23.5294117647
2011,CT,92.1568627451
2011,DC,96.0784313725
2011,DE,74.5098039216
2011,FL,15.6862745098
2011,GA,3.92156862745
2011,HI,68.6274509804
2011,IA,72.5490196078
2011,ID,11.7647058824
2011,IL,29.4117647059
2011,IN,19.6078431373
2011,KS,25.4901960784
2011,KY,49.0196078431
2011,LA,27.4509803922
2011,MA,100.0
2011,MD,84.3137254902
2011,ME,80.3921568627
2011,MI,47.0588235294
2011,MN,88.2352941176
2011,MO,56.862745098
2011,MS,58.8235294118
2011,MT,9.80392156863
2011,NC,31.3725490196
2011,ND,70.5882352941
2011,NE,62.7450980392
2011,NH,82.3529411765
2011,NJ,76.4705882353
2011,NM,35.2941176471
2011,NV,1.96078431373
2011,NY,94.1176470588
2011,OH,64.7058823529
2011,OK,39.2156862745
2011,OR,45.0980392157
2011,PA,78.431372549
2011,RI,86.2745098039
2011,SC,5.88235294118
2011,SD,17.6470588235
2011,TN,41.1764705882
2011,TX,13.7254901961
2011,UT,7.8431372549
2011,VA,37.2549019608
2011,VT,98.0392156863
2011,WA,50.9803921569
2011,WI,66.6666666667
2011,WV,52.9411764706
2011,WY,60.7843137255
2012,AK,98.0392156863
2012,AL,15.6862745098
2012,AR,25.4901960784
2012,AZ,13.7254901961
2012,CA,54.9019607843
2012,CO,39.2156862745
2012,CT,92.1568627451
2012,DC,96.0784313725
2012,DE,78.431372549
2012,FL,9.80392156863
2012,GA,3.92156862745
2012,HI,41.1764705882
2012,IA,74.5098039216
2012,ID,19.6078431373
2012,IL,50.9803921569
2012,IN,49.0196078431
2012,KS,17.6470588235
2012,KY,29.4117647059
2012,LA,35.2941176471
2012,MA,94.1176470588
2012,MD,82.3529411765
2012,ME,86.2745098039
2012,MI,58.8235294118
2012,MN,90.1960784314
2012,MO,68.6274509804
2012,MS,23.5294117647
2012,MT,37.2549019608
2012,NC,33.3333333333
2012,ND,66.6666666667
2012,NE,43.137254902
2012,NH,72.5490196078
2012,NJ,80.3921568627
2012,NM,45.0980392157
2012,NV,1.96078431373
2012,NY,88.2352941176
2012,OH,56.862745098
2012,OK,21.568627451
2012,OR,52.9411764706
2012,PA,76.4705882353
2012,RI,84.3137254902
2012,SC,7.8431372549
2012,SD,27.4509803922
2012,TN,31.3725490196
2012,TX,11.7647058824
2012,UT,5.88235294118
2012,VA,47.0588235294
2012,VT,100.0
2012,WA,64.7058823529
2012,WI,70.5882352941
2012,WV,60.7843137255
2012,WY,62.7450980392
2013,AK,92.1568627451
2013,AL,5.88235294118
2013,AR,33.3333333333
2013,AZ,7.8431372549
2013,CA,62.7450980392
2013,CO,50.9803921569
2013,CT,90.1960784314
2013,DC,94.1176470588
2013,DE,78.431372549
2013,FL,9.80392156863
2013,GA,3.92156862745
2013,HI,64.7058823529
2013,IA,68.6274509804
2013,ID,29.4117647059
2013,IL,56.862745098
2013,IN,60.7843137255
2013,KS,19.6078431373
2013,KY,15.6862745098
2013,LA,39.2156862745
2013,MA,96.0784313725
2013,MD,80.3921568627
2013,ME,88.2352941176
2013,MI,35.2941176471
2013,MN,86.2745098039
2013,MO,66.6666666667
2013,MS,23.5294117647
2013,MT,21.568627451
2013,NC,17.6470588235
2013,ND,74.5098039216
2013,NE,43.137254902
2013,NH,58.8235294118
2013,NJ,70.5882352941
2013,NM,25.4901960784
2013,NV,1.96078431373
2013,NY,98.0392156863
2013,OH,72.5490196078
2013,OK,47.0588235294
2013,OR,37.2549019608
2013,PA,82.3529411765
2013,RI,84.3137254902
2013,SC,11.7647058824
2013,SD,49.0196078431
2013,TN,27.4509803922
2013,TX,13.7254901961
2013,UT,45.0980392157
2013,VA,41.1764705882
2013,VT,100.0
2013,WA,52.9411764706
2013,WI,76.4705882353
2013,WV,54.9019607843
2013,WY,31.3725490196
2014,AK,92.1568627451
2014,AL,7.8431372549
2014,AR,50.9803921569
2014,AZ,13.7254901961
2014,CA,54.9019607843
2014,CO,45.0980392157
2014,CT,96.0784313725
2014,DC,88.2352941176
2014,DE,84.3137254902
2014,FL,9.80392156863
2014,GA,3.92156862745
2014,HI,74.5098039216
2014,IA,70.5882352941
2014,ID,29.4117647059
2014,IL,43.137254902
2014,IN,41.1764705882
2014,KS,31.3725490196
2014,KY,52.9411764706
2014,LA,5.88235294118
2014,MA,82.3529411765
2014,MD,86.2745098039
2014,ME,64.7058823529
2014,MI,47.0588235294
2014,MN,98.0392156863
2014,MO,78.431372549
2014,MS,23.5294117647
2014,MT,37.2549019608
2014,NC,21.568627451
2014,ND,62.7450980392
2014,NE,33.3333333333
2014,NH,80.3921568627
2014,NJ,72.5490196078
2014,NM,56.862745098
2014,NV,1.96078431373
2014,NY,90.1960784314
2014,OH,58.8235294118
2014,OK,25.4901960784
2014,OR,66.6666666667
2014,PA,76.4705882353
2014,RI,94.1176470588
2014,SC,11.7647058824
2014,SD,17.6470588235
2014,TN,27.4509803922
2014,TX,19.6078431373
2014,UT,15.6862745098
2014,VA,35.2941176471
2014,VT,100.0
2014,WA,68.6274509804
2014,WI,60.7843137255
2014,WV,39.2156862745
2014,WY,49.0196078431
